providerId,providerName_old,address_old,city_old,state_old,zipCode_old,region,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,providerName
140217,PRESENCE SAINT JOSEPH HOSPITAL - ELGIN,77 N AIRLITE STREET,ELGIN,Illinois,60123,IL - Elgin,42.035207,-88.328634,1,range_interpolation,77,N Airlite St,Elgin,IL,Kane County,60123,US,Presence Saint Joseph Hospital - Elgin
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,1775 DEMPSTER ST,PARK RIDGE,Illinois,60068,IL - Evanston,42.038471,-87.847573,1,rooftop,1775,Dempster St,Park Ridge,IL,Cook County,60068,US,Advocate Lutheran General Hospital
140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,2900 NORTH LAKE SHORE DRIVE,CHICAGO,Illinois,60657,IL - Chicago,41.934954,-87.63276,1,range_interpolation,2900,N Lake Shore Dr,Chicago,IL,Cook County,60657,US,Presence Saint Joseph Hospital - Chicago
140228,SWEDISH AMERICAN HOSPITAL,1401 EAST STATE STREET,ROCKFORD,Illinois,61104,IL - Rockford,42.266786,-89.073557,1,range_interpolation,1401,E State St,Rockford,IL,Winnebago County,61104,US,Swedish American Hospital
140231,EDWARD HOSPITAL,801 SOUTH WASHINGTON,NAPERVILLE,Illinois,60540,IL - Hinsdale,41.761384,-88.148992,0.8,range_interpolation,801,S Washington St,Naperville,IL,DuPage County,60540,US,Edward Hospital
140233,SAINT ANTHONY MEDICAL CENTER,5666 EAST STATE STREET,ROCKFORD,Illinois,61108,IL - Rockford,42.266082,-89.006516,1,range_interpolation,5666,E State St,Rockford,IL,Winnebago County,61108,US,Saint Anthony Medical Center
140234,ILLINOIS VALLEY COMMUNITY HOSPITAL,925 WEST ST,PERU,Illinois,61354,IL - Peoria,41.32924,-89.125076,1,range_interpolation,925,West St,Peru,IL,LaSalle County,61354,US,Illinois Valley Community Hospital
140239,ROCKFORD MEMORIAL HOSPITAL,2400 NORTH ROCKTON AVENUE,ROCKFORD,Illinois,61103,IL - Rockford,42.29816,-89.096909,1,range_interpolation,2400,N Rockton Ave,Rockford,IL,Winnebago County,61103,US,Rockford Memorial Hospital
140240,WESTLAKE COMMUNITY HOSPITAL,1225 LAKE ST,MELROSE PARK,Illinois,60160,IL - Melrose Park,41.891773,-87.848262,1,range_interpolation,1225,Lake St,Melrose Park,IL,Cook County,60160,US,Westlake Community Hospital
140242,CENTRAL DUPAGE HOSPITAL,25 NORTH WINFIELD ROAD,WINFIELD,Illinois,60190,IL - Melrose Park,41.875106,-88.157037,1,range_interpolation,25,N Winfield Rd,Winfield,IL,DuPage County,60190,US,Central Dupage Hospital
140250,ADVOCATE SOUTH SUBURBAN HOSPITAL,17800 S KEDZIE AVE,HAZEL CREST,Illinois,60429,IL - Blue Island,41.566363,-87.697549,1,rooftop,17800,Kedzie Ave,Hazel Crest,IL,Cook County,60429,US,Advocate South Suburban Hospital
140251,COMMUNITY FIRST MEDICAL CENTER,5645 W ADDISON STREET,CHICAGO,Illinois,60634,IL - Chicago,41.945356,-87.767767,1,rooftop,5645,W Addison St,Chicago,IL,Cook County,60634,US,Community First Medical Center
140252,NORTHWEST COMMUNITY HOSPITAL 1,800 W CENTRAL ROAD,ARLINGTON HEIGHTS,Illinois,60005,IL - Evanston,42.068001,-87.992547,1,rooftop,800,W Central Rd,Arlington Heights,IL,Cook County,60005,US,Northwest Community Hospital 1
140258,ALEXIAN BROTHERS MEDICAL CENTER 1,800 W BIESTERFIELD RD,ELK GROVE VILLAGE,Illinois,60007,IL - Melrose Park,42.004696,-88.016806,1,rooftop,800,Biesterfield Rd,Elk Grove Village,IL,Cook County,60007,US,Alexian Brothers Medical Center 1
140275,GENESIS HEALTH SYSTEM,801 ILLINI DRIVE,SILVIS,Illinois,61282,IA - Davenport,41.51226,-90.41513,0.33,place,,,Silvis,IL,Rock Island County,61282,US,Genesis Health System
140276,LOYOLA UNIVERSITY MEDICAL CENTER,2160 S 1ST AVENUE,MAYWOOD,Illinois,60153,IL - Melrose Park,41.861092,-87.834764,1,rooftop,2160,S 1st Ave,Maywood,IL,Cook County,60153,US,Loyola University Medical Center
140280,TRINITY ROCK ISLAND,2701 17TH ST,ROCK ISLAND,Illinois,61201,IA - Davenport,41.483479,-90.572634,1,range_interpolation,2701,17th St,Rock Island,IL,Rock Island County,61201,US,Trinity Rock Island
140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,Illinois,60611,IL - Chicago,41.894572,-87.620899,1,rooftop,251,E Huron St,Chicago,IL,Cook County,60611,US,Northwestern Memorial Hospital
140286,KISHWAUKEE COMMUNITY HOSPITAL,ONE KISH HOSPITAL DRIVE,DEKALB,Illinois,60115,IL - Rockford,41.92947,-88.75036,1,place,,,Dekalb,IL,DeKalb County,60115,US,Kishwaukee Community Hospital
140288,ADVOCATE GOOD SAMARITAN HOSPITAL,3815 HIGHLAND AVENUE,DOWNERS GROVE,Illinois,60515,IL - Hinsdale,41.818341,-88.010077,1,range_interpolation,3815,Highland Ave,Downers Grove,IL,DuPage County,60515,US,Advocate Good Samaritan Hospital
140289,ANDERSON HOSPITAL,6800 STATE ROUTE 162,MARYVILLE,Illinois,62062,MO - St. Louis,38.738004,-89.947128,1,range_interpolation,6800,State Rte 162,Maryville,IL,Madison County,62062,US,Anderson Hospital
140290,ST ALEXIUS MEDICAL CENTER,1555 N BARRINGTON RD,HOFFMAN ESTATES,Illinois,60194,IL - Elgin,42.052338,-88.141381,1,rooftop,1555,N Barrington Rd,Hoffman Estates,IL,Cook County,60169,US,St Alexius Medical Center
140291,ADVOCATE GOOD SHEPHERD HOSPITAL,450 WEST HIGHWAY 22,BARRINGTON,Illinois,60010,IL - Elgin,42.195713,-88.173307,0.8,rooftop,450,W Il Route 22,Barrington,IL,Lake County,60010,US,Advocate Good Shepherd Hospital
140292,ADVENTIST GLENOAKS,701 WINTHROP AVENUE,GLENDALE HEIGHTS,Illinois,60139,IL - Melrose Park,41.914741,-88.059983,1,range_interpolation,701,Winthrop Ave,Glendale Heights,IL,DuPage County,60139,US,Adventist Glenoaks
140294,CROSSROADS COMMUNITY HOSPITAL,8 DOCTORS PARK ROAD,MOUNT VERNON,Illinois,62864,MO - St. Louis,38.311559,-88.936518,1,range_interpolation,8,Doctors Park Rd,Mount Vernon,IL,Jefferson County,62864,US,Crossroads Community Hospital
140304,ADVENTIST BOLINGBROOK HOSPITAL,500 REMINGTON BOULEVARD,BOLINGBROOK,Illinois,60440,IL - Hinsdale,41.677983,-88.09565,1,range_interpolation,500,Remington Blvd,Bolingbrook,IL,Will County,60440,US,Adventist Bolingbrook Hospital
150001,JOHNSON MEMORIAL HOSPITAL,1125 W JEFFERSON ST,FRANKLIN,Indiana,46131,IN - Indianapolis,39.479849,-86.066409,1,range_interpolation,1125,W Jefferson St,Franklin,IN,Johnson County,46131,US,Johnson Memorial Hospital
150002,METHODIST HOSPITALS INC,600 GRANT ST,GARY,Indiana,46402,IN - Gary,41.599329,-87.356927,1,range_interpolation,600,Grant St,Gary,IN,Lake County,46404,US,Methodist Hospitals Inc
150004,FRANCISCAN ST MARGARET HEALTH - HAMMOND,5454 HOHMAN AVE,HAMMOND,Indiana,46320,IN - Munster,41.614514,-87.522167,1,range_interpolation,5454,Hohman Ave,Hammond,IN,Lake County,46320,US,Franciscan St Margaret Health - Hammond
150005,HENDRICKS REGIONAL HEALTH,1000 E MAIN ST,DANVILLE,Indiana,46122,IN - Indianapolis,39.760333,-86.535116,0.9,range_interpolation,1000,Us Hwy 36,Danville,IN,Hendricks County,46122,US,Hendricks Regional Health
150006,LA PORTE HOSPITAL,1007 LINCOLNWAY,LA PORTE,Indiana,46350,IN - South Bend,41.609781,-86.724324,1,range_interpolation,1007,Lincolnway,La Porte,IN,LaPorte County,46350,US,La Porte Hospital
150007,COMMUNITY HOWARD REGIONAL HEALTH INC,3500 S LAFOUNTAIN ST,KOKOMO,Indiana,46902,IN - Indianapolis,40.44662,-86.126939,1,range_interpolation,3500,S Lafountain St,Kokomo,IN,Howard County,46902,US,Community Howard Regional Health Inc
150008,ST CATHERINE HOSPITAL INC,4321 FIR ST,EAST CHICAGO,Indiana,46312,IN - Munster,41.634968,-87.448413,1,range_interpolation,4321,Fir St,East Chicago,IN,Lake County,46312,US,St Catherine Hospital Inc
150009,CLARK MEMORIAL HOSPITAL,1220 MISSOURI AVE,JEFFERSONVILLE,Indiana,47130,KY - Louisville,38.271978,-85.750305,0.8,street_center,,Missouri Ave,Jeffersonville,IN,Clark County,47130,US,Clark Memorial Hospital
150010,ST VINCENT KOKOMO,1907 W SYCAMORE ST,KOKOMO,Indiana,46904,IN - Indianapolis,40.487065,-86.155463,1,range_interpolation,1907,W Sycamore St,Kokomo,IN,Howard County,46901,US,St Vincent Kokomo
150011,MARION GENERAL HOSPITAL,441 N WABASH AVE,MARION,Indiana,46952,IN - Indianapolis,40.563462,-85.664958,1,range_interpolation,441,N Wabash Ave,Marion,IN,Grant County,46952,US,Marion General Hospital
150012,SAINT JOSEPH REGIONAL MEDICAL CENTER,5215 HOLY CROSS PKWY,MISHAWAKA,Indiana,46545,IN - South Bend,41.702608,-86.252393,0.8,street_center,,Holy Cross Pkwy,South Bend,IN,St. Joseph County,46624,US,Saint Joseph Regional Medical Center
150015,FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY,301 W HOMER ST,MICHIGAN CITY,Indiana,46360,IN - Gary,41.706611,-86.898899,1,range_interpolation,301,W Homer St,Michigan City,IN,LaPorte County,46360,US,Franciscan St Anthony Health - Michigan City
150017,LUTHERAN HOSPITAL OF INDIANA,7950 W JEFFERSON BLVD,FORT WAYNE,Indiana,46804,IN - Fort Wayne,41.039056,-85.243363,0.9,range_interpolation,7950,W Jefferson Blvd,Fort Wayne,IN,Allen County,46804,US,Lutheran Hospital Of Indiana
150018,ELKHART GENERAL HOSPITAL,600 E BLVD,ELKHART,Indiana,46514,IN - South Bend,41.679446,-85.99199,1,range_interpolation,600,East Blvd,Elkhart,IN,Elkhart County,46514,US,Elkhart General Hospital
150021,PARKVIEW REGIONAL MEDICAL CENTER,11109 PARKVIEW PLAZA DRIVE,FORT WAYNE,Indiana,46845,IN - Fort Wayne,41.068689,-85.149506,0.8,street_center,,Parkview Ave,Fort Wayne,IN,Allen County,46802,US,Parkview Regional Medical Center
150022,FRANCISCAN ST ELIZABETH HEALTH - CRAWFORDSVILLE,1710 LAFAYETTE RD,CRAWFORDSVILLE,Indiana,47933,IN - Indianapolis,40.065837,-86.908101,1,range_interpolation,1710,Lafayette Ave,Crawfordsville,IN,Montgomery County,47933,US,Franciscan St Elizabeth Health - Crawfordsville
150023,UNION HOSPITAL INC,1606 N SEVENTH ST,TERRE HAUTE,Indiana,47804,IN - Terre Haute,39.484887,-87.407334,1,range_interpolation,1606,N 7th St,Terre Haute,IN,Vigo County,47804,US,Union Hospital Inc
150024,ESKENAZI HEALTH,720 ESKENAZI AVENUE,INDIANAPOLIS,Indiana,46202,IN - Indianapolis,39.778229,-86.184129,1,rooftop,720,Eskenazi Ave,Indianapolis,IN,Marion County,46202,US,Eskenazi Health
150026,IU HEALTH GOSHEN HOSPITAL,200 HIGH PARK AVE,GOSHEN,Indiana,46526,IN - South Bend,41.564176,-85.830939,1,range_interpolation,200,High Park Ave,Goshen,IN,Elkhart County,46526,US,Iu Health Goshen Hospital
150030,HENRY COUNTY MEMORIAL HOSPITAL,1000 N 16TH ST,NEW CASTLE,Indiana,47362,IN - Indianapolis,39.941251,-85.364891,1,range_interpolation,1000,N 16th St,New Castle,IN,Henry County,47362,US,Henry County Memorial Hospital
150034,ST MARY MEDICAL CENTER INC,1500 S LAKE PARK AVE,HOBART,Indiana,46342,IN - Gary,41.513394,-87.25908,1,range_interpolation,1500,S Lake Park Ave,Hobart,IN,Lake County,46342,US,St Mary Medical Center Inc
150035,PORTER REGIONAL HOSPITAL,85 EAST US HWY 6,VALPARAISO,Indiana,46383,IN - Gary,41.550114,-87.050205,1,range_interpolation,85,E Us Hwy 6,Valparaiso,IN,Porter County,46383,US,Porter Regional Hospital
150037,HANCOCK REGIONAL HOSPITAL,801 N STATE ST,GREENFIELD,Indiana,46140,IN - Indianapolis,39.793534,-85.769576,1,range_interpolation,801,N State St,Greenfield,IN,Hancock County,46140,US,Hancock Regional Hospital
150042,GOOD SAMARITAN HOSPITAL,520 S 7TH ST,VINCENNES,Indiana,47591,IN - Evansville,38.673661,-87.532441,1,range_interpolation,520,S 7th St,Vincennes,IN,Knox County,47591,US,Good Samaritan Hospital
150044,FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES,1850 STATE ST,NEW ALBANY,Indiana,47150,KY - Louisville,38.30079,-85.835103,1,range_interpolation,1850,State St,New Albany,IN,Floyd County,47150,US,Floyd Memorial Hospital And Health Services
150045,DEKALB HEALTH,1316 E SEVENTH ST,AUBURN,Indiana,46706,IN - Fort Wayne,41.367783,-85.036607,1,range_interpolation,1316,E 7th St,Auburn,IN,DeKalb County,46706,US,Dekalb Health
150046,TERRE HAUTE REGIONAL HOSPITAL,3901 S SEVENTH ST,TERRE HAUTE,Indiana,47802,IN - Terre Haute,39.419488,-87.40684,1,range_interpolation,3901,S 7th St,Terre Haute,IN,Vigo County,47802,US,Terre Haute Regional Hospital
150048,REID HEALTH,1100 REID PKWY,RICHMOND,Indiana,47374,IN - Indianapolis,39.86261,-84.883838,1,range_interpolation,1100,Reid Pkwy,Richmond,IN,Wayne County,47374,US,Reid Health
150051,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,601 W SECOND ST,BLOOMINGTON,Indiana,47403,IN - Indianapolis,39.161252,-86.539802,1,range_interpolation,601,W 2nd St,Bloomington,IN,Monroe County,47403,US,Indiana University Health Bloomington Hospital
150056,INDIANA UNIVERSITY HEALTH,1701 N SENATE BLVD,INDIANAPOLIS,Indiana,46202,IN - Indianapolis,39.782385,-86.163,0.8,street_center,,N Senate Ave,Indianapolis,IN,Marion County,46202,US,Indiana University Health
150057,FRANCISCAN ST FRANCIS HEALTH - MOORESVILLE,1201 HADLEY RD,MOORESVILLE,Indiana,46158,IN - Indianapolis,39.609098,-86.3585,1,range_interpolation,1201,Hadley Rd,Mooresville,IN,Morgan County,46158,US,Franciscan St Francis Health - Mooresville
150058,MEMORIAL HOSPITAL OF SOUTH BEND,615 N MICHIGAN ST,SOUTH BEND,Indiana,46601,IN - South Bend,41.68327,-86.250635,1,range_interpolation,615,N Michigan St,South Bend,IN,St. Joseph County,46601,US,Memorial Hospital Of South Bend
150059,RIVERVIEW HEALTH,395 WESTFIELD RD,NOBLESVILLE,Indiana,46060,IN - Indianapolis,40.045273,-86.023028,1,rooftop,395,Westfield Rd,Noblesville,IN,Hamilton County,46062,US,Riverview Health
150061,DAVIESS COMMUNITY HOSPITAL,1314 E WALNUT ST,WASHINGTON,Indiana,47501,IN - Evansville,38.658527,-87.159371,1,range_interpolation,1314,E Walnut St,Washington,IN,Daviess County,47501,US,Daviess Community Hospital
150065,SCHNECK MEDICAL CENTER,411 W TIPTON ST,SEYMOUR,Indiana,47274,IN - Indianapolis,38.956374,-85.89218,1,range_interpolation,411,W Tipton St,Seymour,IN,Jackson County,47274,US,Schneck Medical Center
150069,KING'S DAUGHTERS' HEALTH,1373 EAST SR 62,MADISON,Indiana,47250,KY - Louisville,38.804552,-85.420605,0.33,place,,,Madison,IN,Jefferson County,47250,US,King'S Daughters' Health
150072,MEMORIAL HOSPITAL,1101 MICHIGAN AVE,LOGANSPORT,Indiana,46947,IN - Indianapolis,40.762641,-86.361229,1,range_interpolation,1101,Michigan Ave,Logansport,IN,Cass County,46947,US,Memorial Hospital
150074,COMMUNITY HOSPITAL EAST,1500 N RITTER AVE,INDIANAPOLIS,Indiana,46219,IN - Indianapolis,39.787696,-86.073948,1,range_interpolation,1500,N Ritter Ave,Indianapolis,IN,Marion County,46219,US,Community Hospital East
150075,BLUFFTON REGIONAL MEDICAL CENTER,303 S MAIN ST,BLUFFTON,Indiana,46714,IN - Fort Wayne,40.737144,-85.171345,1,range_interpolation,303,S Main St,Bluffton,IN,Wells County,46714,US,Bluffton Regional Medical Center
150076,SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,1915 LAKE AVE,PLYMOUTH,Indiana,46563,IN - South Bend,41.335694,-86.329026,1,range_interpolation,1915,Lake Ave,Plymouth,IN,Marshall County,46563,US,Saint Joseph Regional Medical Center - Plymouth
150082,DEACONESS HOSPITAL INC,600 MARY ST,EVANSVILLE,Indiana,47747,IN - Evansville,37.983087,-87.5707,1,range_interpolation,600,Mary St,Evansville,IN,Vanderburgh County,47710,US,Deaconess Hospital Inc
150084,ST VINCENT HOSPITAL & HEALTH SERVICES,2001 W 86TH ST,INDIANAPOLIS,Indiana,46260,IN - Indianapolis,39.909828,-86.196893,0.7,rooftop,2001,86th St,Indianapolis,IN,Marion County,46260,US,St Vincent Hospital & Health Services
150086,DEARBORN COUNTY HOSPITAL,600 WILSON CREEK RD,LAWRENCEBURG,Indiana,47025,OH - Cincinnati,39.110474,-84.884756,1,range_interpolation,600,Wilson Creek Rd,Lawrenceburg,IN,Dearborn County,47025,US,Dearborn County Hospital
150088,ST VINCENT ANDERSON REGIONAL HOSPITAL INC,2015 JACKSON ST,ANDERSON,Indiana,46016,IN - Indianapolis,40.095317,-85.680936,1,rooftop,2015,Jackson St,Anderson,IN,Madison County,46016,US,St Vincent Anderson Regional Hospital Inc
150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,2401 UNIVERSITY AVE,MUNCIE,Indiana,47303,IN - Muncie,40.195997,-85.413435,0.7,rooftop,2401,W University Ave,Muncie,IN,Delaware County,47303,US,Indiana University Health Ball Memorial Hospital
150090,FRANCISCAN ST MARGARET HEALTH - DYER,24 JOLIET ST,DYER,Indiana,46311,IN - Munster,41.494094,-87.523613,1,range_interpolation,24,Joliet St,Dyer,IN,Lake County,46311,US,Franciscan St Margaret Health - Dyer
150091,PARKVIEW HUNTINGTON HOSPITAL,2001 STULTS RD,HUNTINGTON,Indiana,46750,IN - Fort Wayne,40.899475,-85.49038,1,range_interpolation,2001,Stults Rd,Huntington,IN,Huntington County,46750,US,Parkview Huntington Hospital
150097,MAJOR HOSPITAL,150 W WASHINGTON ST,SHELBYVILLE,Indiana,46176,IN - Indianapolis,39.524592,-85.78032,1,range_interpolation,150,W Washington St,Shelbyville,IN,Shelby County,46176,US,Major Hospital
150100,ST MARY'S MEDICAL CENTER,3700 WASHINGTON AVE,EVANSVILLE,Indiana,47750,IN - Evansville,37.962551,-87.506125,1,range_interpolation,3700,Washington Ave,Evansville,IN,Vanderburgh County,47714,US,St Mary'S Medical Center
150104,WITHAM HEALTH SERVICES,2605 N LEBANON ST,LEBANON,Indiana,46052,IN - Indianapolis,40.077953,-86.475565,0.8,range_interpolation,2605,N Lebanon St,Lebanon,IN,Boone County,46052,US,Witham Health Services
150109,FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST,1701 S CREASY LN,LAFAYETTE,Indiana,47905,IN - Lafayette,40.393048,-86.838233,1,range_interpolation,1701,S Creasy Ln,Lafayette,IN,Tippecanoe County,47905,US,Franciscan St Elizabeth Health - Lafayette East
150112,COLUMBUS REGIONAL HOSPITAL,2400 E 17TH ST,COLUMBUS,Indiana,47201,IN - Indianapolis,39.215662,-85.90285,0.8,street_center,,17th St,Columbus,IN,Bartholomew County,47201,US,Columbus Regional Hospital
150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,1515 N MADISON AVE,ANDERSON,Indiana,46011,IN - Indianapolis,40.130385,-85.69332,1,rooftop,1515,N Madison Ave,Anderson,IN,Madison County,46011,US,Community Hospital Of Anderson And Madison County
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,800 W 9TH ST,JASPER,Indiana,47546,IN - Evansville,38.39386,-86.934415,0.8,street_center,,W 9th St,Jasper,IN,Dubois County,47546,US,Memorial Hospital And Health Care Center
150125,COMMUNITY HOSPITAL,901 MACARTHUR BLVD,MUNSTER,Indiana,46321,IN - Munster,41.550016,-87.506984,1,range_interpolation,901,Macarthur Blvd,Munster,IN,Lake County,46321,US,Community Hospital
150126,FRANCISCAN ST ANTHONY HEALTH - CROWN POINT,1201 S MAIN ST,CROWN POINT,Indiana,46307,IN - Gary,41.398435,-87.364567,1,range_interpolation,1201,S Main St,Crown Point,IN,Lake County,46307,US,Franciscan St Anthony Health - Crown Point
150128,COMMUNITY HOSPITAL SOUTH,1402 E COUNTY LINE RD S,INDIANAPOLIS,Indiana,46227,IN - Indianapolis,39.635593,-86.137862,1,range_interpolation,1402,E County Line Rd S,Indianapolis,IN,Marion County,46227,US,Community Hospital South
150129,COMMUNITY WESTVIEW HOSPITAL,3630 GUION RD,INDIANAPOLIS,Indiana,46222,IN - Indianapolis,39.821565,-86.221158,1,range_interpolation,3630,Guion Rd,Indianapolis,IN,Marion County,46222,US,Community Westview Hospital
150133,KOSCIUSKO COMMUNITY HOSPITAL,2101 E DUBOIS DR,WARSAW,Indiana,46580,IN - Fort Wayne,41.246599,-85.825938,1,range_interpolation,2101,Dubois Dr,Warsaw,IN,Kosciusko County,46580,US,Kosciusko Community Hospital
150146,PARKVIEW NOBLE HOSPITAL,401 SAWYER RD,KENDALLVILLE,Indiana,46755,IN - Fort Wayne,41.448603,-85.294521,1,range_interpolation,401,Sawyer Rd,Kendallville,IN,Noble County,46755,US,Parkview Noble Hospital
150150,DUPONT HOSPITAL LLC,2520 E DUPONT RD,FORT WAYNE,Indiana,46825,IN - Fort Wayne,41.178511,-85.109738,1,range_interpolation,2520,E Dupont Rd,Fort Wayne,IN,Allen County,46825,US,Dupont Hospital Llc
150153,ST VINCENT HEART CENTER OF INDIANA LLC,10580 N MERIDIAN ST,INDIANAPOLIS,Indiana,46290,IN - Indianapolis,39.939872,-86.15899,1,rooftop,10580,N Meridian St,Indianapolis,IN,Hamilton County,46290,US,St Vincent Heart Center Of Indiana Llc
150157,ST VINCENT CARMEL HOSPITAL INC,13500 N MERIDIAN ST,CARMEL,Indiana,46032,IN - Indianapolis,39.982751,-86.143422,1,rooftop,13500,N Meridian St,Carmel,IN,Hamilton County,46032,US,St Vincent Carmel Hospital Inc
150158,IU HEALTH WEST HOSPITAL,1111 N RONALD REAGAN PKWY,AVON,Indiana,46123,IN - Indianapolis,39.779936,-86.343501,1,range_interpolation,1111,Ronald Reagan Pkwy,Avon,IN,Hendricks County,46123,US,Iu Health West Hospital
150160,ORTHOINDY HOSPITAL,8400 NORTHWEST BLVD,INDIANAPOLIS,Indiana,46278,IN - Indianapolis,39.908362,-86.267552,1,rooftop,8400,Northwest Blvd,Indianapolis,IN,Marion County,46278,US,Orthoindy Hospital
150161,INDIANA UNIVERSITY HEALTH NORTH HOSPITAL,11700 N MERIDIAN ST,CARMEL,Indiana,46032,IN - Indianapolis,39.958057,-86.159082,1,rooftop,11700,N Meridian St,Carmel,IN,Hamilton County,46032,US,Indiana University Health North Hospital
150162,FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS,8111 S EMERSON AVE,INDIANAPOLIS,Indiana,46237,IN - Indianapolis,39.648442,-86.080094,0.7,rooftop,8111,Emerson Ave,Indianapolis,IN,Marion County,46237,US,Franciscan St Francis Health - Indianapolis
150164,MONROE HOSPITAL,4011 S MONROE MEDICAL PARK BLVD,BLOOMINGTON,Indiana,47403,IN - Indianapolis,39.175685,-86.547175,0.8,street_center,,N Monroe St,Bloomington,IN,Monroe County,47404,US,Monroe Hospital
150165,FRANCISCAN HEALTHCARE - MUNSTER,701 SUPERIOR AVE,MUNSTER,Indiana,46321,IN - Munster,41.537414,-87.515605,1,range_interpolation,701,Superior Ave,Munster,IN,Lake County,46321,US,Franciscan Healthcare - Munster
150166,PINNACLE HOSPITAL,9301 CONNECTICUT DR,CROWN POINT,Indiana,46307,IN - Gary,41.493209,-87.33358,0.8,street_center,,Connecticut St,Merrillville,IN,Lake County,46410,US,Pinnacle Hospital
150167,ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC,11130 PARKVIEW CIRCLE DR,FORT WAYNE,Indiana,46845,IN - Fort Wayne,41.068689,-85.149506,0.8,street_center,,Parkview Ave,Fort Wayne,IN,Allen County,46802,US,Orthopaedic Hospital At Parkview North Llc
150168,THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR,7952 W JEFFERSON BLVD,FORT WAYNE,Indiana,46804,IN - Fort Wayne,41.039285,-85.243492,0.9,range_interpolation,7952,W Jefferson Blvd,Fort Wayne,IN,Allen County,46804,US,The Orthopaedic Hospital Of Lutheran Health Networ
150169,COMMUNITY HOSPITAL NORTH,7150 CLEARVISTA DR,INDIANAPOLIS,Indiana,46256,IN - Indianapolis,39.900662,-86.041683,1,rooftop,7150,Clearvista Dr,Indianapolis,IN,Marion County,46256,US,Community Hospital North
150172,PHYSICIANS' MEDICAL CENTER LLC,4023 REAS LN,NEW ALBANY,Indiana,47150,KY - Louisville,38.338814,-85.827228,1,range_interpolation,4023,Reas Ln,New Albany,IN,Floyd County,47150,US,Physicians' Medical Center Llc
150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,5165 MCCARTY LN,LAFAYETTE,Indiana,47905,IN - Lafayette,40.402763,-86.847595,0.8,street_center,,Mc Carty Ln,Lafayette,IN,Tippecanoe County,47905,US,Indiana University Health Arnett Hospital
150175,THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,4007 GATEWAY BLVD,NEWBURGH,Indiana,47630,IN - Evansville,37.973339,-87.446308,1,range_interpolation,4007,Gateway Blvd,Newburgh,IN,Warrick County,47630,US,The Heart Hospital At Deaconess Gateway Llc
150177,UNITY MEDICAL AND SURGICAL HOSPITAL,4455 EDISON LAKES PKWY,MISHAWAKA,Indiana,46545,IN - South Bend,41.701463,-86.177389,1,range_interpolation,4455,Edison Lakes Pkwy,Mishawaka,IN,St. Joseph County,46545,US,Unity Medical And Surgical Hospital
150181,ST VINCENT FISHERS HOSPITAL INC,13861 OLIO ROAD,FISHERS,Indiana,46037,IN - Indianapolis,39.989416,-85.916,1,rooftop,13861,Olio Rd,Fishers,IN,Hamilton County,46037,US,St Vincent Fishers Hospital Inc
150182,FRANCISCAN ST FRANCIS HEALTH - CARMEL,12188 B NORTH MERIDIAN STREET,CARMEL,Indiana,46032,IN - Indianapolis,39.967008,-86.159187,1,rooftop,12188,N Meridian St,Carmel,IN,Hamilton County,46032,US,Franciscan St Francis Health - Carmel
160001,CENTRAL IOWA HEALTHCARE,3 S 4TH AVE,MARSHALLTOWN,Iowa,50158,IA - Des Moines,42.049177,-92.919163,0.9,range_interpolation,3,N 4th St,Marshalltown,IA,Marshall County,50158,US,Central Iowa Healthcare
160005,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,311 SOUTH CLARK STREET,CARROLL,Iowa,51401,IA - Des Moines,42.057566,-94.867744,1,range_interpolation,311,S Clark St,Carroll,IA,Carroll County,51401,US,St Anthony Regional Hospital & Nursing Home
160008,KEOKUK AREA HOSPITAL,1600 MORGAN STREET,KEOKUK,Iowa,52632,IA - Iowa City,40.401318,-91.382408,0.8,street_center,,Morgan St,Keokuk,IA,Lee County,52632,US,Keokuk Area Hospital
160016,TRINITY REGIONAL MEDICAL CENTER,802 KENYON RD,FORT DODGE,Iowa,50501,IA - Des Moines,42.494148,-94.189164,1,range_interpolation,802,Kenyon Rd,Fort Dodge,IA,Webster County,50501,US,Trinity Regional Medical Center
